119,"金刚狼"
120,"女浩克"
121,"绿巨人"
122,"天神"
123,"机甲少女"
124,"雏田"
125,"路飞"
126,"佐助"
127,"全局UI点击音效"
128,"冷兵器-武器"
129,"冷兵器-受击动画"
130,"冷兵器-受击特效"
131,"冷兵器-角色"
132,"冷兵器-待机动画"
133,"冷兵器-翅膀特效"
134,"角色Icon"
135,"暴金币"
136,"墓碑"
137,"冲刺资源（音效、特效动画）"
138,"jump资源"
139,"巨人资源"
140,"冷兵器-攻击动画"
141,"NPC动画"
142,"寻路特效"
143,"目标点特效"
144,"斗技|皮肤|装备|魔兽"
145,"悟空法杖"
146,"赛博自来也长枪"
147,"海王双头刀"
148,"美国队长神锤"
149,"毒液斧头"
150,"灭霸斧"
151,"鸣人手里剑"
152,"未来战士黄金剑"
153,"森林哨兵魔法仗"
154,"手枪(索尼克专用)"
155,"信号枪(粉毛怪专用)"
156,"刀(纲手专用)"
157,"刀(李洛克专用)"
158,"镰刀(干柿鬼鲛专用)"
159,"镰刀(赛博女孩专用)"
160,"冰封剑(黑寡妇专用)"
161,"怪物爪刀"
162,"大砍刀(卡卡西专用)"
163,"法杖(宇智波鼬专用)"
164,"水枪"
165,"冰钻剑"
166,"屠刀"
167,"蓝色法杖(洛基专用)"
168,"镰刀(太阳神专用)"
169,"恶魔剑(宇智波斑爷专用)"
170,"剑(纳米机器人专用)"
171,"镰刀(死侍专用)"
172,"  荧光剑(火山哨兵专用)"
173,"狂热剑(绯红女巫专用)"
174,"充气锤子"
175,"木法杖(毒液蜘蛛侠专用)"
176,"瓜子盾"
177,"盾(浩克专用)"
178,"终极冰环剑"
179,"散弹喷枪(雏田专用)"
180,"火枪(路飞专用)"
181,"紫光剑(佐助专用)"
182,"激光枪(天神专用)"
183,"剑(金刚狼专用)"
184,"激光枪(钢铁侠专用)"
185,"狐耳少女"
186,"邪恶使者"
187,"长款大衣女"
188,"海绵宝宝"
189,"灭霸"
190,"刺猬小子"
191,"蓝衣男"
192,"黑衣男"
193,"毁灭战士"
194,"黑寡妇"
195,"可爱女"
196,"丸子头女"
197,"西方神女"
198,"黑裙少女"
199,"短发女"
200,"旗袍女"
201,"披风男"
202,"长发女"
203,"双马尾女"
204,"长发短裙女"
205,"百褶裙女孩"
206,"短发时尚女"
207,"长马尾女孩"
208,"长耳女"
209,"风衣长发女"
210,"恶魔角女"
211,"和服女"
212,"发卡女"
213,"女仆套装女"
214,"帽子女"
215,"魔法女孩"
216,"长裙女"
217,"杀手女"
218,"巫医"
219,"长腿妈妈"
220,"玄魁"
221,"邪恶女巫"
222,"小丑女"
223,"万圣节女"
224,"屠夫"
225,"魔莱坞学院院长"
226,"迷雾鬼影"
227,"蓝毛怪"
228,"狗头毛毛虫"
229,"粉毛怪"
230,"索尼克"
231,"宇智波佐助"
232,"长门"
233,"宇智波鼬"
234,"宇智波带土"
235,"小樱"
236,"悟空"
237,"鸣人"
238,"洛克李"
239,"索隆"
240,"卡卡西"
241,"干柿鬼鲛"
242,"飞段"
243,"大蛇丸"
244,"鹰眼"
245,"蚁人"
246,"万磁王"
247,"神奇女侠"
248,"闪电侠"
249,"奇异博士"
250,"绿灯侠"
251,"外星人"
252,"兔女郎"
253,"新娘"
254,"哨兵冰"
255,"兔人装"
256,"猫人装"
257,"鸡人装"
258,"海绵宝宝装"
259,"回声战士"
260,"成都五彩熊"
261,"中年冥神"
262,"毒液"
263,"萝莉女"
264,"恶灵骑士"
265,"狐狸尾巴"
266,"尾巴"
267,"孔雀尾巴"
268,"甜糕尾巴 "
269,"海蓝尾巴"
270,"橙子尾巴"
271,"樱桃尾巴"
272,"狐狸耳朵"
273,"狐狸飞行斗技"
274,"挥动的围巾"
275,"双层飞行斗技"
276,"飞行斗技"
277,"火焰飞行斗技"
278,"眼镜"
279,"嘻哈眼镜"
280,"100眼镜"
281,"眼镜鸭舌帽"
282,"拍照机器人"
283,"面纱"
284,"大剑"
285,"天使剑"
286,"重剑"
287,"狂热剑"
288,"淬毒剑"
289,"红晶剑"
290,"恶魔剑"
291,"黄金剑"
292,"紫光剑"
293,"断重剑"
294,"单手刀"
295,"  荧光剑"
296,"火枪"
297,"手枪"
298,"激光枪"
299,"喷火枪"
300,"霰弹枪"
301,"加特林"
302,"火箭发射器"
303,"狙击枪枪身"
304,"魔兽"
305,"可爱西方龙"
306,"龙摆件"
307,"帝王龙"
308,"地狱龙"
309,"糖果龙"
310,"武士龙"
311,"蛇女"
312,"络新妇"
313,"大蜘蛛"
314,"小型抱脸紫蜘蛛"
315,"小型抱脸红蜘蛛"
316,"小型抱脸绿蜘蛛"
317,"小型抱脸蓝蜘蛛"
318,"灰色/乖乖女眼/现代舞者"
319,"淡玫瑰色/黑人运动姐眼"
320,"金棕色/白人朋克男眼"
321,"紫色/白人女天使"
322,"黑色/女军人"
323,"橄榄绿/红发姐眼"
324,"深蓝色/警察男/黑人女模特"
325,"浅棕色/嘎嘎姐眼"
326,"深棕色/超市女服务员/黑人运动男"
327,"蓝绿色/足球运动员/举重男"
328,"深紫色/红衣西装男眼"
329,"蓝色/神王"
330,"玫瑰红/小丑男"
331,"浅红棕色/黑人赛车手"
332,"红棕色/游泳男"
333,"粉紫色/天使男"
334,"透明/默认色"
335,"其他部分默认肤色"
336,"白1"
337,"白2"
338,"白3"
339,"嘎嘎姐白"
340,"黄1"
341,"黄2"
342,"冷棕1"
343,"冷棕2"
344,"暖棕1"
345,"红衣西装男棕"
346,"黑1"
347,"黑2"
348,"黑人男"
349,"黑人女"
350,"深灰/乖乖女/白人乘务员"
351,"深棕/黑人女天使/红衣西装男"
352,"红棕/天使/朋克男"
353,"黄棕/摩登女青年"
354,"板栗色/女刺客/黑人运动男"
355,"浅棕/乘务员/小爱神"
356,"肉棕/公主/游泳运动员"
357,"深绿色/超市店员"
358,"深红色/黑女啦啦队/黑皮游泳男"
359,"粉色"
360,"默认眉毛色/赛车手"
361,"深紫色/黑女仆"
362,"橄榄绿/红发姐"
363,"深红色/黑人运动姐"
364,"深蓝/神后/嘎嘎姐"
365,"蓝黑色/警察/魔王"
366,"黑色/海盗/黑海盗"
367,"浅粉"
368,"珊瑚色/乖乖女"
369,"芭比粉"
370,"玫粉色"
371,"桃红色"
372,"橘红色/黑人运动女"
373,"橘色/乖乖女唇"
374,"裸色/大厚唇"
375,"深裸色/天使女唇"
376,"深红色/嘎嘎姐/红发女"
377,"深裸色/嘎嘎姐唇/红发女唇"
378,"黑运动女色"
379,"大红色/泳衣女/女巫唇"
380,"黑人男厚唇色"
381,"金黄色胡子"
382,"咖啡色胡子"
383,"深棕色"
384,"浅灰色胡子"
385,"黑胡子"
386,"赛博自来也"
387,"海王"
388,"美国队长"
389,"神锤"
390,"灭霸拳套"
391,"斧头"
392,"未来战士"
393,"森林哨兵"
394,"信号枪"
395,"纲手"
396,"刀"
397,"李洛克"
398,"镰刀"
399,"赛博女孩"
400,"冰封剑"
401,"怪物爪子"
402,"鼬"
403,"法杖"
404,"冰女"
405,"兔子"
406,"蓝色法杖"
407,"剑"
408,"木法杖"
409,"盾"
410,"散弹喷枪"
411,"乖乖女"
412,"嘎嘎姐"
413,"黑人运动姐"
414,"红发姐"
415,"朋克男"
416,"黑人运动男"
417,"警察男"
418,"西装小丑男"
419,"切换女"
420,"切换男"
421,"性别预设女"
422,"性别预设男"
423,"黑人运动女"
424,"红发女"
425,"黑帮女"
426,"酒吧服务员男"
427,"红色西装男"
428,"女矮瘦型"
429,"乖乖女身材"
430,"嘎嘎姐身材"
431,"男瘦矮身材"
432,"红发西装适中身材"
433,"黑人运动男腿粗身材"
434,"警察男健壮身材"
435,"春节旗袍套装预制"
436,"极光鱼尾裙套装预制"
437,"蓝黑裙套装预制"
438,"古代立领套装预制"
439,"苏格兰套装预制"
440,"朋克短袖套装预制"
441,"黄金铠甲套装预制"
442,"埃及王套装预制"
443,"海盗套装预制"
444,"春节套装预制"
445,"切换女套装"
446,"切换男套装"
447,"学妹"
448,"白人朋克男"
449,"脸"
450,"默认无腮红"
451,"乖乖女腮红"
452,"嘎嘎姐腮红"
453,"黑人运动女腮红"
454,"腮红3"
455,"腮红4"
456,"腮红5"
457,"腮红6"
458,"腮红7"
459,"腮红8"
460,"腮红9"
461,"腮红1"
462,"腮红2"
463,"胡子1"
464,"胡子2"
465,"胡子3"
466,"胡子4"
467,"胡子5"
468,"胡子6"
469,"胡子7"
470,"胡子8"
471,"眼间距"
472,"眼睛上下移动"
473,"眼睛角度"
474,"眼睛长度"
475,"眼睛宽度"
476,"眼角左右移动"
477,"眼角上下移动"
478,"眉间距"
479,"眉毛上下移动"
480,"眉毛角度"
481,"鼻梁高度"
482,"鼻子长度"
483,"鼻子上下移动"
484,"嘴巴上下移动"
485,"嘴巴宽度"
486,"嘴巴弧度"
487,"蜘蛛"
488,"蜘蛛精"
489,"龙"
490,"丧尸"
491,"角色"
492,"我会活下去"
493,"金轮"
494,"不知道叫啥"
495,"也不知道叫啥"
496,"超人"
497,"惊奇队长"
498,"刺客男"
499,"刺客女"
500,"你好"
501,"今天天气真好"
502,"我们出去玩吧"
503,"来我家里玩吧"
504,"下雨了"
505,"快跑"
506,"跟上我"
507,"不要这样"
508,"哈哈哈哈哈哈哈"
509,"每日登陆游戏（{0}/{1}）"
510,"每日在线时长8分钟（{0}/{1}）"
511,"每日在线时长15分钟（{0}/{1}）"
512,"每日在线时长25分钟（{0}/{1}）"
513,"每日在线时长35分钟（{0}/{1}）"
514,"每日在线时长50分钟（{0}/{1}）"
515,"每日在线时长60分钟（{0}/{1}）"
516,"每日击败1只美杜莎（{0}/{1}）"
517,"每日击败3只美杜莎（{0}/{1}）"
518,"每日击败6只美杜莎（{0}/{1}）"
519,"每日击败10只美杜莎（{0}/{1}）"
520,"每日击败20只美杜莎（{0}/{1}）"
521,"每日击败1只蜘蛛精（{0}/{1}）"
522,"每日击败3只蜘蛛精（{0}/{1}）"
523,"每日击败6只蜘蛛精（{0}/{1}）"
524,"每日击败10只蜘蛛精（{0}/{1}）"
525,"每日击败20只蜘蛛精（{0}/{1}）"
526,"每日击败1只炫彩蜘蛛（{0}/{1}）"
527,"每日击败3只炫彩蜘蛛（{0}/{1}）"
528,"每日击败6只炫彩蜘蛛（{0}/{1}）"
529,"每日击败10只炫彩蜘蛛（{0}/{1}）"
530,"每日击败20只炫彩蜘蛛（{0}/{1}）"
531,"每日击败1只龙兽（{0}/{1}）"
532,"每日击败3只龙兽（{0}/{1}）"
533,"每日击败6只龙兽（{0}/{1}）"
534,"每日击败10只龙兽（{0}/{1}）"
535,"每日击败20只龙兽（{0}/{1}）"
536,"每日击败1只丧尸（{0}/{1}）"
537,"每日击败3只丧尸（{0}/{1}）"
538,"每日击败6只丧尸（{0}/{1}）"
539,"每日击败10只丧尸（{0}/{1}）"
540,"每日击败20只丧尸（{0}/{1}）"
541,"每日击败1只变异布偶（{0}/{1}）"
542,"每日击败3只变异布偶（{0}/{1}）"
543,"每日击败6只变异布偶（{0}/{1}）"
544,"每日击败10只变异布偶（{0}/{1}）"
545,"每日击败20只变异布偶（{0}/{1}）"
546,"每日击败1名玩家（{0}/{1}）"
547,"每日击败3名玩家（{0}/{1}）"
548,"每日击败6名玩家（{0}/{1}）"
549,"每日击败10名玩家（{0}/{1}）"
550,"每日击败20名玩家（{0}/{1}）"
551,"每日等级提升1级（{0}/{1}）"
552,"每日等级提升3级（{0}/{1}）"
553,"每日等级提升6级（{0}/{1}）"
554,"每日等级提升10级（{0}/{1}）"
555,"每日等级提升20级（{0}/{1}）"
556,"每日捡到1个秘宝（{0}/{1}）"
557,"每日捡到3个秘宝（{0}/{1}）"
558,"每日捡到6个秘宝（{0}/{1}）"
559,"每日捡到10个秘宝（{0}/{1}）"
560,"每日捡到20个秘宝（{0}/{1}）"
561,"每日观看1次广告（{0}/{1}）"
562,"每日观看3次广告（{0}/{1}）"
563,"每日观看6次广告（{0}/{1}）"
564,"每日观看10次广告（{0}/{1}）"
565,"每日观看20次广告（{0}/{1}）"
566,"每周登录2天（{0}/{1}）"
567,"每周登录3天（{0}/{1}）"
568,"每周登录5天（{0}/{1}）"
569,"每周登录7天（{0}/{1}）"
570,"每周时长达到30分钟2天（{0}/{1}）"
571,"每周时长达到30分钟3天（{0}/{1}）"
572,"每周时长达到30分钟5天（{0}/{1}）"
573,"每周时长达到30分钟7天（{0}/{1}）"
574,"每周击败50只美杜莎（{0}/{1}）"
575,"每周击败150只美杜莎（{0}/{1}）"
576,"每周击败300只美杜莎（{0}/{1}）"
577,"每周击败500只美杜莎（{0}/{1}）"
578,"每周击败1000只美杜莎（{0}/{1}）"
579,"每周击败50只蜘蛛精（{0}/{1}）"
580,"每周击败150只蜘蛛精（{0}/{1}）"
581,"每周击败300只蜘蛛精（{0}/{1}）"
582,"每周击败500只蜘蛛精（{0}/{1}）"
583,"每周击败1000只蜘蛛精（{0}/{1}）"
584,"每周击败50只炫彩蜘蛛（{0}/{1}）"
585,"每周击败150只炫彩蜘蛛（{0}/{1}）"
586,"每周击败300只炫彩蜘蛛（{0}/{1}）"
587,"每周击败500只炫彩蜘蛛（{0}/{1}）"
588,"每周击败1000只炫彩蜘蛛（{0}/{1}）"
589,"每周击败50只龙兽（{0}/{1}）"
590,"每周击败150只龙兽（{0}/{1}）"
591,"每周击败300只龙兽（{0}/{1}）"
592,"每周击败500只龙兽（{0}/{1}）"
593,"每周击败1000只龙兽（{0}/{1}）"
594,"每周击败50只丧尸（{0}/{1}）"
595,"每周击败150只丧尸（{0}/{1}）"
596,"每周击败300只丧尸（{0}/{1}）"
597,"每周击败500只丧尸（{0}/{1}）"
598,"每周击败1000只丧尸（{0}/{1}）"
599,"每周击败50只变异布偶（{0}/{1}）"
600,"每周击败150只变异布偶（{0}/{1}）"
601,"每周击败300只变异布偶（{0}/{1}）"
602,"每周击败500只变异布偶（{0}/{1}）"
603,"每周击败1000只变异布偶（{0}/{1}）"
604,"每周击败50名玩家（{0}/{1}）"
605,"每周击败150名玩家（{0}/{1}）"
606,"每周击败300名玩家（{0}/{1}）"
607,"每周击败500名玩家（{0}/{1}）"
608,"每周击败1000名玩家（{0}/{1}）"
609,"每周等级提升10级（{0}/{1}）"
610,"每周等级提升30级（{0}/{1}）"
611,"每周等级提升60级（{0}/{1}）"
612,"每周等级提升100级（{0}/{1}）"
613,"每周等级提升200级（{0}/{1}）"
614,"每周捡到10个秘宝（{0}/{1}）"
615,"每周捡到30个秘宝（{0}/{1}）"
616,"每周捡到60个秘宝（{0}/{1}）"
617,"每周捡到100个秘宝（{0}/{1}）"
618,"每周捡到200个秘宝（{0}/{1}）"
619,"每周观看10次广告（{0}/{1}）"
620,"每周观看30次广告（{0}/{1}）"
621,"每周观看60次广告（{0}/{1}）"
622,"每周观看100次广告（{0}/{1}）"
623,"每周观看200次广告（{0}/{1}）"
624,"${this.mYesBtn.text}失败，请重试"
625,"领取"
626,"已获得"
627,"恭喜获得"
628,"武器使用中"
629,"皮肤穿戴中"
630,"装备中"
631,"宠物跟随中"
632,"带你去免费获得"
633,"免费获得"
634,"购买成功"
635,"金币不足"
636,"免费领取10000金币"
637,"免费领取"
638,"装备成功"
639,"穿戴成功"
640,"功能暂未开放,敬请期待"
641,"功能暂未开放，敬请期待"
642,"恢复成功"
643,"卸下成功"
644,"恢复初始形象"
645,"卸下所有装备"
646,"取消宠物跟随"
647,"点击使用"
648,"已拥有"
649,"失败"
650,"${price}金币购买"
651,"黄阶"
652,"玄阶"
653,"地阶"
654,"天阶"
655,"武器"
656,"${rarityStr}${bagTypeStr}介绍"
657,"皮肤"
658,"装备"
659,"宠物"
660,"<size=40><b><color=#lime>${bagInfoElement?.Name}</color></b></size>，<size=50><b><color=#red>${rarityStr}${bagTypeStr}</color></b></size>\n使用后血量和攻击力提升<size=50><b><color=#fuchsia>${1 + Utils.getMultipleByRarity(bagInfoElement.Rarity)}倍</color></b></size>"
661,"已到达目标点附近"
662,"欢迎来到斗破苍穹乐园，我来给你介绍一下所有按钮操作吧。"
663,"移动按钮，点击后拖拽可以控制角色移动。"
664,"视角移动区域，点击拖动这里可以控制屏幕视角。"
665,"跳跃按钮，连续点击会进行二段跳，会消耗斗气。"
666,"冲刺按钮，可以直接瞬移一段距离，会消耗斗气。"
667,"攻击按钮，连续点击可释放炫酷的连招，会消耗斗气。"
668,"背景音乐按钮，打开可更换背景音乐以及开关背景音乐。"
669,"点我回家按钮，当你被卡在地图中无法移动时可以点击我试试哦。"
670,"斗技功法按钮，提升等级最快的办法就是在斗帝都市寻找斗技、功法。"
671,"排行榜按钮，打开可以进行查看房间内排行榜和世界排行榜，快来查看你在斗帝都市的排名是多少吧。"
672,"在线奖励按钮，可以领取大量金币和经验来快速提升等级，在线10分钟即可快速升级到斗圣。"
673,"任务按钮，完成任务可以领取大量金币和经验来快速提升等级，马上就可升级到斗帝。"
674,"福利多多，最快提升等级的办法，无限升级，成为斗帝的捷径。"
675,"开启防御，不会被队友误伤。"
676,"角色属性，血量、斗气，攻击力会随等级提升而提升。"
677,"可快速增加金币直接购买斗技功法。"
678,"介绍完毕，欢迎游戏圈留言。跟我路标走，带你去找斗技、功法。"
679,"等级免费提升一级"
680,"连续消灭2人！势不可当！"
681,"连续消灭3人！勇冠三军！"
682,"连续消灭4人！无人能敌！"
683,"连续消灭5人！横扫千军！"
684,"连续消灭6人！接近神了！"
685,"连续消灭7人！超越神了！"
686,"连续消灭"
687,"人！超越神了！"
688,"斗气不足"
689,"升级增加斗气储量"
690,"已关闭防御"
691," 击败了 "
692,"你已被 "
693," 击败"
694,"击败 "
695," 完成复仇"
696," 等级Lv."
697,"经验：${Math.round(exp).toFixed(0)}/${((lv + 1) * 100)}"
698,"攻击力："
699,"斗气：${curMp}/${maxMp}"
700,"血量：${curHp}/${maxHp}"
701,"奖励金币："
702,"奖励经验："
703,"在线时间不足"
704,"已领取奖励"
705,"随机1"
706,"个\n永久套装"
707,"增加"
708,"金币"
709,"经验"
710,"获得${coin}金币"
711,"等级提升至 "
712,"获得"
713,"暂无"
714,"你所在房间内的排行榜。\n点击右侧排行模式按钮会刷新排行榜模式。"
715,"房间排行榜"
716,"全服前100名\n段位 Lv.等级排行。"
717,"小手别点太快哟~"
718,"需要花费\n"
719,"金币购买"
720,"确定要花费"
721,"金币\n购买此英雄套装吗？"
722,"已选择"
723,"购买"
724,"别点太快"
725,"永久"
726,"剩余: "
727,"小时"
728,"天"
729,"世界UI"
730,"蹦床"
731,"不存在这份存档，可能是新玩家"
732,"还未装备斗技,去寻找斗技"
733," 段斗之气"
734," 星斗者"
735," 星斗师"
736," 星大斗师"
737," 星斗灵"
738," 星斗王"
739," 星斗皇"
740," 星斗宗"
741," 星斗尊"
742," 星斗圣"
743," 星斗帝"
744,"张吉惟"
745,"林国瑞"
746,"林玫书"
747,"林雅南"
748,"江奕云"
749,"刘柏宏"
750,"阮建安"
751,"林子帆"
752,"夏志豪"
753,"吉茹定"
754,"李中冰"
755,"谢彦文"
756,"傅智翔"
757,"洪振霞"
758,"刘姿婷"
759,"荣姿康"
760,"吕致盈"
761,"方一强"
762,"黎芸贵"
763,"郑伊雯"
764,"雷进宝"
765,"吴美隆"
766,"吴心真"
767,"王美珠"
768,"郭芳天"
769,"李雅惠"
770,"陈文婷"
771,"曹敏侑"
772,"王依婷"
773,"陈婉璇"
774,"吴美玉"
775,"蔡依婷"
776,"郑昌梦"
777,"林家纶"
778,"黄丽昆"
779,"李育泉"
780,"黄芸欢"
781,"吴韵如"
782,"李肇芬"
783,"卢木仲"
784,"李成白"
785,"方兆玉"
786,"刘翊惠"
787,"丁汉臻"
788,"吴佳瑞"
789,"舒绿珮"
790,"周白芷"
791,"张姿妤"
792,"张虹伦"
793,"周琼玫"
794,"倪怡芳"
795,"郭贵妃"
796,"杨佩芳"
797,"黄盛玫"
798,"郑丽青"
799,"许智云"
800,"张孟涵"
801,"李小爱"
802,"王恩龙"
803,"朱政廷"
804,"邓诗涵"
805,"陈政倩"
806,"吴俊伯"
807,"阮馨学"
808,"翁惠珠"
809,"吴思翰"
810,"林佩玲"
811,"邓海来"
812,"陈翊依"
813,"李建智"
814,"武淑芬"
815,"金雅琪"
816,"赖怡宜"
817,"黄育霖"
818,"张仪湖"
819,"王俊民"
820,"张诗刚"
821,"林慧颖"
822,"沈俊君"
823,"陈淑妤"
824,"李姿伶"
825,"高咏钰"
826,"黄彦宜"
827,"周孟儒"
828,"潘欣臻"
829,"李祯韵"
830,"叶洁启"
831,"梁哲宇"
832,"黄晓萍"
833,"杨雅萍"
834,"卢志铭"
835,"张茂以"
836,"林婉婷"
837,"蔡宜芸"
838,"林珮瑜"
839,"黄柏仪"
840,"周逸珮"
841,"夏雅惠"
842,"王采珮"
843,"林孟霖"
844,"林竹水"
845,"王怡乐"
846,"王爱乐"
847,"金佳蓉"
848,"韩健毓"
849,"李士杰"
850,"陈董珍"
851,"苏姿婷"
852,"张政霖"
853,"李志宏"
854,"陈素达"
855,"陈虹荣"
856,"何美玲"
857,"李仪琳"
858,"张俞幸"
859,"黄秋萍"
860,"潘吉维"
861,"魔兽美杜莎"
862,"魔兽炫彩蜘蛛"
863,"魔兽蜘蛛精"
864,"龙之魔兽"
865,"变异布偶"
866,"一"
867,"二"
868,"三"
869,"四"
870,"五"
871,"六"
872,"七"
873,"八"
874,"九"
875,"十"
876,"百"
877,"千"
878,"万"
879,"亿"
880,"零"
